Recency,Frequency,MonetaryValue,Cluster,Segment
197,11,4161.06,2,Potential Loyalists
12,7,1897.59,2,Potential Loyalists
435,1,579.85,0,At-Risk
593,1,50.48,0,At-Risk
16,14,3885.08,1,Champions
113,12,2571.81,2,Potential Loyalists
406,4,593.5,0,At-Risk
249,1,328.2,0,At-Risk
29,10,3152.32,1,Champions
480,1,310.15,0,At-Risk
736,1,112.03,0,At-Risk
684,2,126.45,0,At-Risk
44,1,389.64,0,At-Risk
87,2,869.51,2,Potential Loyalists
45,6,1550.48,2,Potential Loyalists
10,25,9972.550000000001,1,Champions
15,3,2653.76,2,Potential Loyalists
75,1,420.5,0,At-Risk
145,7,2864.97,2,Potential Loyalists
5,3,1625.97,2,Potential Loyalists
297,1,89.2,0,At-Risk
59,3,447.92,2,Potential Loyalists
264,2,417.57,0,At-Risk
47,1,278.3,0,At-Risk
29,3,254.11,2,Potential Loyalists
8,11,6556.13,1,Champions
474,1,382.81,0,At-Risk
17,2,192.60000000000002,2,Potential Loyalists
3,17,15771.88,1,Champions
232,8,3637.64,2,Potential Loyalists
621,2,594.62,0,At-Risk
112,1,139.26,0,At-Risk
593,1,140.55,0,At-Risk
529,1,241.45,0,At-Risk
58,3,1418.46,2,Potential Loyalists
51,15,3708.3,1,Champions
404,1,307.56,0,At-Risk
127,2,730.86,0,At-Risk
281,3,386.15,0,At-Risk
55,2,447.68,2,Potential Loyalists
320,1,200.10000000000002,0,At-Risk
659,1,307.3,0,At-Risk
26,3,449.93,2,Potential Loyalists
10,2,77.4,2,Potential Loyalists
550,1,90.96,0,At-Risk
471,1,110.65,0,At-Risk
7,3,1156.32,2,Potential Loyalists
29,1,197.64,0,At-Risk
17,10,2526.62,1,Champions
607,1,303.63,0,At-Risk
64,1,6.2,0,At-Risk
21,2,625.9,2,Potential Loyalists
3,10,1953.9,1,Champions
166,1,131.45000000000002,0,At-Risk
1,27,10889.64,1,Champions
507,1,300.31,0,At-Risk
53,8,724.31,2,Potential Loyalists
51,2,338.15,2,Potential Loyalists
48,17,7774.32,1,Champions
61,1,193.14,0,At-Risk
438,2,1502.98,0,At-Risk
162,3,845.55,2,Potential Loyalists
9,1,353.27,2,Potential Loyalists
15,7,1104.64,2,Potential Loyalists
75,2,303.43,0,At-Risk
391,2,519.29,0,At-Risk
40,8,2741.17,2,Potential Loyalists
621,2,686.76,0,At-Risk
41,13,2537.02,1,Champions
387,1,170.5,0,At-Risk
599,1,185.8,0,At-Risk
370,4,1090.87,2,Potential Loyalists
581,1,160.46,0,At-Risk
37,2,778.5,2,Potential Loyalists
197,1,271.85,0,At-Risk
200,7,3959.86,2,Potential Loyalists
74,6,1170.41,2,Potential Loyalists
64,4,470.16,2,Potential Loyalists
21,9,1274.76,2,Potential Loyalists
367,7,1286.45,2,Potential Loyalists
485,1,157.70000000000002,0,At-Risk
180,3,321.43,0,At-Risk
10,10,4022.9100000000003,1,Champions
4,24,4925.08,1,Champions
582,2,385.2,0,At-Risk
197,13,9839.460000000001,1,Champions
29,7,1692.84,2,Potential Loyalists
53,1,197.13,0,At-Risk
680,3,1676.57,0,At-Risk
630,1,322.69,0,At-Risk
499,1,94.8,0,At-Risk
18,7,2206.16,2,Potential Loyalists
529,2,297.0,0,At-Risk
10,3,102.44999999999999,2,Potential Loyalists
90,9,3460.32,2,Potential Loyalists
423,2,773.6700000000001,0,At-Risk
418,3,915.28,0,At-Risk
268,2,362.71,0,At-Risk
53,14,7163.0,1,Champions
44,4,2824.69,2,Potential Loyalists
437,1,211.79999999999998,0,At-Risk
64,10,6702.43,1,Champions
600,1,150.0,0,At-Risk
427,1,437.4,0,At-Risk
149,3,1348.95,2,Potential Loyalists
405,1,310.56,0,At-Risk
22,43,15763.45,1,Champions
312,7,1794.01,2,Potential Loyalists
23,3,829.4100000000001,2,Potential Loyalists
58,18,6147.18,1,Champions
24,5,1376.87,2,Potential Loyalists
78,11,4322.86,1,Champions
119,7,6520.3,2,Potential Loyalists
36,3,1311.3799999999999,2,Potential Loyalists
60,7,3651.851,2,Potential Loyalists
506,1,180.75,0,At-Risk
13,5,1705.64,2,Potential Loyalists
19,1,170.32,0,At-Risk
52,10,1380.73,2,Potential Loyalists
26,2,841.1999999999999,2,Potential Loyalists
29,1,266.76,0,At-Risk
7,4,129.72,2,Potential Loyalists
11,19,20850.22,1,Champions
186,16,2952.06,1,Champions
3,12,4184.01,1,Champions
9,6,2804.24,1,Champions
262,6,1838.95,2,Potential Loyalists
3,9,1258.97,1,Champions
484,3,816.6,0,At-Risk
210,2,854.13,0,At-Risk
535,1,116.18,0,At-Risk
108,3,2862.4,2,Potential Loyalists
521,2,256.7,0,At-Risk
418,2,437.0,0,At-Risk
13,25,4105.24,1,Champions
685,1,185.06,0,At-Risk
77,3,706.19,2,Potential Loyalists
20,1,255.4,0,At-Risk
27,14,3628.15,1,Champions
19,6,761.59,2,Potential Loyalists
669,1,120.6,0,At-Risk
132,3,1598.12,2,Potential Loyalists
253,1,364.8,0,At-Risk
79,1,1862.0,2,Potential Loyalists
207,1,369.2,0,At-Risk
336,1,135.9,0,At-Risk
254,3,817.25,0,At-Risk
148,4,1106.73,2,Potential Loyalists
691,1,202.35000000000002,0,At-Risk
10,3,1809.6100000000001,2,Potential Loyalists
85,3,1492.81,2,Potential Loyalists
8,38,25119.54,1,Champions
205,8,2092.42,2,Potential Loyalists
8,8,3140.54,1,Champions
23,14,3507.81,1,Champions
395,1,1384.88,0,At-Risk
522,1,13.919999999999998,0,At-Risk
11,12,2289.65,1,Champions
26,3,1035.6200000000001,2,Potential Loyalists
21,5,2810.63,2,Potential Loyalists
2,4,1640.64,2,Potential Loyalists
158,8,1971.39,2,Potential Loyalists
445,1,68.44,0,At-Risk
3,16,6165.79,1,Champions
74,2,381.9,0,At-Risk
437,3,1404.68,0,At-Risk
3,4,434.35,2,Potential Loyalists
1,398,295972.63,1,Champions
17,6,1889.25,2,Potential Loyalists
36,8,4073.13,1,Champions
91,11,1811.25,2,Potential Loyalists
71,8,3042.95,2,Potential Loyalists
597,2,1123.75,0,At-Risk
116,9,5955.81,1,Champions
539,1,359.35,0,At-Risk
213,3,1607.17,2,Potential Loyalists
30,2,1316.07,2,Potential Loyalists
394,2,843.74,0,At-Risk
51,1,749.1,2,Potential Loyalists
246,3,931.01,0,At-Risk
382,2,359.4,0,At-Risk
397,1,308.2,0,At-Risk
628,1,223.91000000000003,0,At-Risk
32,2,836.69,2,Potential Loyalists
109,6,5246.63,2,Potential Loyalists
5,5,1257.68,2,Potential Loyalists
366,2,1029.66,0,At-Risk
444,4,1770.0,2,Potential Loyalists
82,5,3503.5,2,Potential Loyalists
297,2,2849.83,2,Potential Loyalists
34,12,12410.81,1,Champions
57,3,1621.88,2,Potential Loyalists
562,2,2322.43,0,At-Risk
418,2,531.49,0,At-Risk
579,1,182.1,0,At-Risk
402,4,746.56,0,At-Risk
663,1,107.62,0,At-Risk
30,19,9784.67,1,Champions
414,1,179.4,0,At-Risk
14,1,100.9,0,At-Risk
72,6,1049.79,2,Potential Loyalists
23,6,1101.97,2,Potential Loyalists
469,4,515.0,0,At-Risk
19,1,371.2,2,Potential Loyalists
79,1,311.69,0,At-Risk
60,32,17629.35,1,Champions
25,4,1013.77,2,Potential Loyalists
12,2,503.44,2,Potential Loyalists
733,1,163.77,0,At-Risk
421,1,1325.0,0,At-Risk
253,2,333.29,0,At-Risk
147,6,957.9399999999999,2,Potential Loyalists
64,4,695.42,2,Potential Loyalists
8,2,221.27,2,Potential Loyalists
11,22,16410.15,1,Champions
271,4,366.91,0,At-Risk
10,12,3164.48,1,Champions
247,1,206.21,0,At-Risk
96,2,599.0,0,At-Risk
15,6,1115.8400000000001,2,Potential Loyalists
50,6,1982.6100000000001,2,Potential Loyalists
30,2,504.99,2,Potential Loyalists
704,1,906.23,0,At-Risk
68,12,4919.35,1,Champions
35,3,1116.57,2,Potential Loyalists
128,2,145.07,0,At-Risk
107,3,1314.45,2,Potential Loyalists
37,1,114.39,0,At-Risk
57,2,472.39,2,Potential Loyalists
57,7,790.86,2,Potential Loyalists
726,1,31.929999999999996,0,At-Risk
72,10,3142.14,2,Potential Loyalists
735,1,439.46,0,At-Risk
737,1,150.68,0,At-Risk
246,2,372.92,0,At-Risk
572,1,237.78,0,At-Risk
689,1,183.20000000000002,0,At-Risk
19,6,1271.41,2,Potential Loyalists
198,2,296.75,0,At-Risk
376,2,566.9,0,At-Risk
16,8,1713.85,2,Potential Loyalists
212,7,2066.6,2,Potential Loyalists
662,1,342.4,0,At-Risk
612,2,305.42,0,At-Risk
430,1,314.67,0,At-Risk
442,1,210.5,0,At-Risk
564,1,36.13,0,At-Risk
382,5,960.63,2,Potential Loyalists
39,2,233.23000000000002,0,At-Risk
481,2,442.28999999999996,0,At-Risk
46,4,776.5999999999999,2,Potential Loyalists
170,4,770.73,2,Potential Loyalists
593,1,129.48000000000002,0,At-Risk
48,1,490.52,0,At-Risk
394,2,230.85999999999999,0,At-Risk
116,9,4817.28,2,Potential Loyalists
473,6,1060.7,2,Potential Loyalists
147,1,1246.32,0,At-Risk
16,56,14106.2,1,Champions
51,2,825.14,2,Potential Loyalists
159,1,156.91,0,At-Risk
480,2,360.0,0,At-Risk
12,3,1261.78,2,Potential Loyalists
36,1,308.94,0,At-Risk
396,2,416.6,0,At-Risk
54,3,860.62,2,Potential Loyalists
488,10,1641.3,2,Potential Loyalists
43,2,260.17,0,At-Risk
501,13,2365.02,2,Potential Loyalists
173,5,630.3,2,Potential Loyalists
34,1,125.58,0,At-Risk
39,3,607.46,2,Potential Loyalists
267,1,266.0,0,At-Risk
379,1,203.42,0,At-Risk
9,12,2783.83,1,Champions
12,5,1186.09,2,Potential Loyalists
3,20,12170.68,1,Champions
10,16,4075.51,1,Champions
33,2,1013.09,2,Potential Loyalists
80,5,1061.61,2,Potential Loyalists
31,10,3195.6,1,Champions
8,6,1157.71,2,Potential Loyalists
620,1,365.1,0,At-Risk
72,8,1979.91,2,Potential Loyalists
4,14,3156.58,1,Champions
256,8,13780.65,1,Champions
5,10,2586.67,1,Champions
16,14,8313.4,1,Champions
90,1,252.73000000000002,0,At-Risk
72,3,465.55,2,Potential Loyalists
376,2,402.51,0,At-Risk
59,9,1309.86,2,Potential Loyalists
10,93,40031.43,1,Champions
542,1,7.49,0,At-Risk
170,2,294.02,0,At-Risk
199,2,315.45,0,At-Risk
31,6,2873.7999999999997,2,Potential Loyalists
19,35,16204.33,1,Champions
152,2,735.66,0,At-Risk
9,25,7812.389999999999,1,Champions
270,1,343.62,0,At-Risk
65,4,482.75,2,Potential Loyalists
274,1,121.17000000000002,0,At-Risk
25,5,4193.79,2,Potential Loyalists
23,9,3935.16,1,Champions
319,1,215.78,0,At-Risk
5,3,697.79,2,Potential Loyalists
12,2,302.1,2,Potential Loyalists
475,3,560.07,0,At-Risk
520,1,133.45,0,At-Risk
275,5,3255.96,2,Potential Loyalists
25,16,3410.03,1,Champions
41,19,3523.57,1,Champions
8,4,303.09,2,Potential Loyalists
4,127,137818.52,1,Champions
71,8,2585.62,2,Potential Loyalists
213,1,370.79999999999995,0,At-Risk
410,4,1254.41,2,Potential Loyalists
38,5,3326.86,2,Potential Loyalists
53,1,893.59,2,Potential Loyalists
78,5,3877.88,2,Potential Loyalists
46,4,1176.85,2,Potential Loyalists
179,1,1109.53,0,At-Risk
373,3,843.25,0,At-Risk
94,4,1455.56,2,Potential Loyalists
479,1,187.51999999999998,0,At-Risk
10,8,2788.02,1,Champions
105,3,1566.33,2,Potential Loyalists
78,1,773.03,0,At-Risk
173,3,1447.74,2,Potential Loyalists
495,2,2428.08,0,At-Risk
7,53,17761.88,1,Champions
213,11,3767.35,2,Potential Loyalists
428,2,546.25,0,At-Risk
22,12,1965.72,1,Champions
669,1,93.35000000000001,0,At-Risk
257,1,88.2,0,At-Risk
380,2,965.2,0,At-Risk
730,1,347.54,0,At-Risk
565,2,218.53,0,At-Risk
282,1,306.94,0,At-Risk
21,2,1160.07,2,Potential Loyalists
10,6,2420.84,2,Potential Loyalists
308,1,381.32,0,At-Risk
68,3,1046.6100000000001,2,Potential Loyalists
215,3,776.46,0,At-Risk
18,23,14326.11,1,Champions
463,2,83.0,0,At-Risk
104,10,3141.64,2,Potential Loyalists
43,1,219.39000000000001,0,At-Risk
4,3,908.35,2,Potential Loyalists
182,3,39916.5,2,Potential Loyalists
84,1,410.48,0,At-Risk
334,7,2894.7,2,Potential Loyalists
9,6,1477.94,2,Potential Loyalists
531,2,554.67,0,At-Risk
31,2,703.36,2,Potential Loyalists
197,2,1027.44,0,At-Risk
18,9,3094.91,1,Champions
18,5,1422.52,2,Potential Loyalists
311,9,940.35,2,Potential Loyalists
142,4,1300.25,2,Potential Loyalists
246,3,983.1,2,Potential Loyalists
24,6,1505.8500000000001,2,Potential Loyalists
29,5,2730.87,2,Potential Loyalists
611,1,209.4,0,At-Risk
10,3,3609.33,2,Potential Loyalists
30,12,3400.12,1,Champions
18,2,531.85,2,Potential Loyalists
18,4,1352.75,2,Potential Loyalists
15,8,2485.9700000000003,1,Champions
134,1,244.8,0,At-Risk
246,1,266.4,0,At-Risk
134,1,358.82,0,At-Risk
50,2,457.72,2,Potential Loyalists
114,11,4497.47,1,Champions
7,5,4656.17,1,Champions
23,4,450.82,2,Potential Loyalists
25,24,17024.87,1,Champions
537,2,449.49,0,At-Risk
66,2,711.5,2,Potential Loyalists
60,5,1783.68,2,Potential Loyalists
50,23,6860.18,1,Champions
170,1,330.11,0,At-Risk
395,1,80.28,0,At-Risk
18,5,977.9300000000001,2,Potential Loyalists
128,5,1806.9,2,Potential Loyalists
15,10,1596.29,1,Champions
239,2,305.68,0,At-Risk
3,4,1286.7,2,Potential Loyalists
521,2,823.4,0,At-Risk
394,1,502.52,0,At-Risk
240,2,178.96,0,At-Risk
52,8,3243.69,2,Potential Loyalists
458,7,1388.47,2,Potential Loyalists
46,6,2619.92,2,Potential Loyalists
226,2,563.63,0,At-Risk
8,29,12160.31,1,Champions
4,4,1194.73,2,Potential Loyalists
165,2,1327.16,2,Potential Loyalists
240,1,623.5,0,At-Risk
11,1,301.29,2,Potential Loyalists
134,5,1554.6100000000001,2,Potential Loyalists
17,13,9001.08,1,Champions
423,2,2085.61,0,At-Risk
10,14,5263.83,1,Champions
31,1,329.25,0,At-Risk
75,3,1388.41,2,Potential Loyalists
383,1,383.96999999999997,0,At-Risk
1,3,961.49,2,Potential Loyalists
4,5,2654.11,1,Champions
45,2,606.02,2,Potential Loyalists
2,34,22116.73,1,Champions
357,4,589.27,0,At-Risk
388,1,119.92,0,At-Risk
731,1,312.9,0,At-Risk
18,2,304.47,2,Potential Loyalists
69,9,2068.92,2,Potential Loyalists
373,1,975.5,0,At-Risk
468,1,167.16,0,At-Risk
321,5,1659.67,2,Potential Loyalists
26,1,106.56,0,At-Risk
382,2,569.22,0,At-Risk
407,1,81.15,0,At-Risk
331,1,1289.5,0,At-Risk
9,5,1624.05,2,Potential Loyalists
381,7,1494.6,2,Potential Loyalists
323,2,481.46,0,At-Risk
72,1,224.14,0,At-Risk
668,1,988.04,0,At-Risk
426,1,948.93,0,At-Risk
260,1,40.5,0,At-Risk
18,13,7491.92,1,Champions
367,3,904.4300000000001,0,At-Risk
66,5,1200.2,2,Potential Loyalists
154,11,2998.952,2,Potential Loyalists
548,3,639.93,0,At-Risk
29,4,689.95,2,Potential Loyalists
70,1,310.62,0,At-Risk
14,5,1403.2,2,Potential Loyalists
2,16,4777.18,1,Champions
725,1,310.43,0,At-Risk
1,46,17524.38,1,Champions
434,1,834.4399999999999,0,At-Risk
463,3,588.05,0,At-Risk
120,5,1981.39,2,Potential Loyalists
61,1,499.32,0,At-Risk
3,28,12427.69,1,Champions
3,1,3861.0,2,Potential Loyalists
433,2,316.25,0,At-Risk
11,6,1877.51,2,Potential Loyalists
92,5,571.35,2,Potential Loyalists
59,10,3122.4,1,Champions
495,1,549.05,0,At-Risk
87,7,1842.95,2,Potential Loyalists
420,3,6001.49,2,Potential Loyalists
26,15,4400.18,1,Champions
357,1,316.58,0,At-Risk
85,2,653.24,2,Potential Loyalists
10,4,420.29999999999995,2,Potential Loyalists
416,3,683.9200000000001,0,At-Risk
1,6,970.52,2,Potential Loyalists
730,1,178.98000000000002,0,At-Risk
225,3,1176.19,2,Potential Loyalists
60,2,1277.48,2,Potential Loyalists
241,2,208.28,0,At-Risk
319,2,328.35,0,At-Risk
2,8,1661.44,1,Champions
47,7,2422.43,2,Potential Loyalists
88,2,486.09,0,At-Risk
563,1,426.24,0,At-Risk
11,22,11516.57,1,Champions
176,2,685.45,0,At-Risk
52,6,1778.96,2,Potential Loyalists
366,4,2465.4500000000003,2,Potential Loyalists
319,11,3550.91,2,Potential Loyalists
226,5,1417.95,2,Potential Loyalists
358,5,871.36,2,Potential Loyalists
234,1,409.40000000000003,0,At-Risk
311,1,154.41,0,At-Risk
37,9,2488.4900000000002,2,Potential Loyalists
66,6,5580.2699999999995,2,Potential Loyalists
586,1,160.5,0,At-Risk
239,2,429.6,0,At-Risk
621,1,250.26,0,At-Risk
113,2,612.06,0,At-Risk
401,1,59.400000000000006,0,At-Risk
277,1,197.0,0,At-Risk
218,16,2937.81,1,Champions
299,1,321.05,0,At-Risk
2,4,1412.32,2,Potential Loyalists
29,3,1071.99,2,Potential Loyalists
10,2,780.59,2,Potential Loyalists
45,12,4459.98,1,Champions
67,11,3050.16,1,Champions
422,1,302.04,0,At-Risk
74,2,927.2800000000001,2,Potential Loyalists
65,3,912.08,2,Potential Loyalists
134,8,4610.84,2,Potential Loyalists
238,3,780.4,0,At-Risk
122,3,976.06,2,Potential Loyalists
411,3,1893.93,2,Potential Loyalists
32,18,9266.0,1,Champions
641,1,60.0,0,At-Risk
9,21,20324.54,1,Champions
36,5,2103.41,2,Potential Loyalists
16,8,2055.09,2,Potential Loyalists
127,3,1088.35,2,Potential Loyalists
67,9,3729.42,2,Potential Loyalists
149,2,170.4,0,At-Risk
283,2,685.9,0,At-Risk
169,2,623.16,0,At-Risk
513,4,1182.3799999999999,0,At-Risk
100,25,9188.23,1,Champions
135,4,1508.0,2,Potential Loyalists
324,3,418.82,0,At-Risk
107,1,156.51,0,At-Risk
64,2,848.4,2,Potential Loyalists
151,4,3345.64,2,Potential Loyalists
338,5,852.21,2,Potential Loyalists
22,5,1717.36,2,Potential Loyalists
479,3,961.9000000000001,0,At-Risk
24,3,1225.3600000000001,2,Potential Loyalists
16,21,8524.86,1,Champions
7,24,4709.54,1,Champions
57,6,2085.48,2,Potential Loyalists
600,1,228.96,0,At-Risk
4,2,716.57,2,Potential Loyalists
38,1,615.14,2,Potential Loyalists
66,4,649.53,2,Potential Loyalists
47,2,476.34,2,Potential Loyalists
562,4,496.15999999999997,0,At-Risk
355,5,1580.54,2,Potential Loyalists
172,3,406.21999999999997,0,At-Risk
59,16,8543.57,1,Champions
570,1,348.59,0,At-Risk
390,3,148.33,0,At-Risk
500,1,24.75,0,At-Risk
408,1,94.92,0,At-Risk
50,1,240.55,0,At-Risk
22,5,856.03,2,Potential Loyalists
43,10,3883.13,1,Champions
29,5,1593.09,2,Potential Loyalists
5,26,10496.28,1,Champions
26,40,13846.56,1,Champions
201,1,180.94,0,At-Risk
666,1,247.5,0,At-Risk
411,1,233.35,0,At-Risk
654,1,217.23999999999998,0,At-Risk
51,12,10342.83,1,Champions
10,3,641.94,2,Potential Loyalists
2,23,9459.37,1,Champions
67,10,7991.54,1,Champions
64,1,496.44,0,At-Risk
51,17,7603.4400000000005,1,Champions
730,1,308.0,0,At-Risk
290,3,1224.18,2,Potential Loyalists
61,9,919.5500000000001,2,Potential Loyalists
555,1,93.6,0,At-Risk
64,9,3484.73,2,Potential Loyalists
96,1,205.3,0,At-Risk
274,1,310.47,0,At-Risk
611,4,797.96,0,At-Risk
479,1,1634.64,0,At-Risk
1,208,116771.16,1,Champions
75,12,2930.19,1,Champions
110,1,52.0,0,At-Risk
199,3,820.4499999999999,2,Potential Loyalists
64,2,570.5,2,Potential Loyalists
327,1,165.0,0,At-Risk
677,1,129.75,0,At-Risk
4,1,312.62,2,Potential Loyalists
284,1,204.5,0,At-Risk
44,1,267.13,0,At-Risk
71,12,6709.7300000000005,1,Champions
86,2,1390.86,2,Potential Loyalists
563,3,434.6,0,At-Risk
701,1,140.22000000000003,0,At-Risk
104,8,1602.01,2,Potential Loyalists
334,5,1700.52,2,Potential Loyalists
53,1,208.75,0,At-Risk
408,1,107.24,0,At-Risk
39,11,2984.33,1,Champions
32,2,714.96,2,Potential Loyalists
500,3,767.91,0,At-Risk
366,6,6553.74,2,Potential Loyalists
208,1,1028.56,0,At-Risk
157,3,351.67,0,At-Risk
54,1,173.97,0,At-Risk
402,1,240.5,0,At-Risk
411,1,373.02,0,At-Risk
677,1,283.43,0,At-Risk
66,7,1827.84,2,Potential Loyalists
562,1,105.5,0,At-Risk
81,2,2402.7200000000003,2,Potential Loyalists
130,1,406.09,0,At-Risk
87,1,364.5,0,At-Risk
1,3,563.94,2,Potential Loyalists
46,1,393.54,0,At-Risk
333,3,596.12,0,At-Risk
366,4,1363.6,2,Potential Loyalists
72,1,158.04,0,At-Risk
158,2,473.81,0,At-Risk
373,2,663.25,0,At-Risk
12,10,3738.29,1,Champions
549,1,114.95,0,At-Risk
255,7,3175.95,2,Potential Loyalists
603,3,284.4,0,At-Risk
29,2,277.05,2,Potential Loyalists
31,13,3464.95,1,Champions
5,42,17050.41,1,Champions
663,8,181.35,0,At-Risk
40,1,427.93,0,At-Risk
362,4,689.07,0,At-Risk
449,2,613.08,0,At-Risk
373,2,1004.11,0,At-Risk
96,2,913.19,2,Potential Loyalists
26,13,4557.13,1,Champions
75,7,2389.08,2,Potential Loyalists
57,11,5081.33,1,Champions
21,2,722.74,2,Potential Loyalists
492,11,6251.26,2,Potential Loyalists
41,8,3739.01,1,Champions
662,1,59.400000000000006,0,At-Risk
137,8,6017.06,2,Potential Loyalists
8,17,3421.39,1,Champions
129,2,307.32,0,At-Risk
690,1,60.959999999999994,0,At-Risk
40,3,1233.3600000000001,2,Potential Loyalists
383,4,1211.75,2,Potential Loyalists
463,2,246.5,0,At-Risk
169,8,4877.84,2,Potential Loyalists
9,11,3479.0600000000004,1,Champions
214,5,1890.5700000000002,2,Potential Loyalists
15,12,13733.550000000001,1,Champions
170,4,2027.79,2,Potential Loyalists
40,3,942.08,2,Potential Loyalists
186,1,394.14,0,At-Risk
492,1,468.65,0,At-Risk
270,1,140.54,0,At-Risk
172,5,2733.8,2,Potential Loyalists
396,2,1216.66,0,At-Risk
584,1,289.87,0,At-Risk
5,7,2911.62,1,Champions
16,5,891.34,2,Potential Loyalists
10,11,5286.8,1,Champions
326,1,107.45,0,At-Risk
113,2,796.38,2,Potential Loyalists
290,1,94.0,0,At-Risk
16,2,1345.53,2,Potential Loyalists
1,3,815.77,2,Potential Loyalists
92,8,1302.3,2,Potential Loyalists
452,2,216.95000000000002,0,At-Risk
149,6,1830.54,2,Potential Loyalists
492,2,170.88,0,At-Risk
376,1,257.06,0,At-Risk
189,2,659.84,0,At-Risk
31,4,975.87,2,Potential Loyalists
34,4,1056.44,2,Potential Loyalists
264,1,267.18,0,At-Risk
721,1,131.25,0,At-Risk
84,10,4685.72,1,Champions
26,4,1358.88,2,Potential Loyalists
171,1,190.53,0,At-Risk
692,5,6798.72,2,Potential Loyalists
10,3,774.9000000000001,2,Potential Loyalists
313,1,572.8100000000001,0,At-Risk
65,7,4572.82,2,Potential Loyalists
85,1,508.8,0,At-Risk
425,2,452.32,0,At-Risk
25,1,135.86,0,At-Risk
434,6,743.0,2,Potential Loyalists
59,10,3805.34,1,Champions
323,7,1619.97,2,Potential Loyalists
38,3,266.89,2,Potential Loyalists
254,3,597.78,0,At-Risk
400,4,1944.57,2,Potential Loyalists
19,9,2615.39,1,Champions
33,3,1483.14,2,Potential Loyalists
15,4,762.75,2,Potential Loyalists
27,2,397.35,2,Potential Loyalists
468,2,954.75,0,At-Risk
503,1,153.24,0,At-Risk
23,2,320.76,2,Potential Loyalists
214,2,533.3,0,At-Risk
8,11,2567.06,1,Champions
22,1,149.29,0,At-Risk
12,3,1122.53,2,Potential Loyalists
262,2,393.45,0,At-Risk
131,1,156.57999999999998,0,At-Risk
405,4,1269.05,2,Potential Loyalists
55,3,383.68,2,Potential Loyalists
396,3,1254.21,0,At-Risk
249,1,594.0,0,At-Risk
2,14,5175.93,1,Champions
9,2,1418.26,2,Potential Loyalists
264,2,284.5,0,At-Risk
377,3,406.95,0,At-Risk
331,5,492.88,0,At-Risk
313,2,788.81,0,At-Risk
26,3,974.52,2,Potential Loyalists
30,1,429.84,2,Potential Loyalists
434,2,233.21,0,At-Risk
30,6,1799.1100000000001,2,Potential Loyalists
2,7,1388.37,1,Champions
362,2,307.69,0,At-Risk
598,1,38.25,0,At-Risk
283,10,2119.27,2,Potential Loyalists
262,1,237.07,0,At-Risk
25,2,370.43999999999994,2,Potential Loyalists
417,2,202.82999999999998,0,At-Risk
354,1,216.76,0,At-Risk
461,2,429.7,0,At-Risk
94,4,737.05,2,Potential Loyalists
29,1,126.14,0,At-Risk
338,1,1048.85,0,At-Risk
20,32,12655.65,1,Champions
85,4,1571.01,2,Potential Loyalists
9,3,524.88,2,Potential Loyalists
51,3,1430.48,2,Potential Loyalists
50,3,874.25,2,Potential Loyalists
576,1,63.419999999999995,0,At-Risk
2,3,1316.56,2,Potential Loyalists
113,1,371.56,0,At-Risk
14,8,2046.0,1,Champions
596,1,163.1,0,At-Risk
77,1,454.10999999999996,0,At-Risk
380,4,2209.98,2,Potential Loyalists
650,1,368.4,0,At-Risk
40,3,2024.98,2,Potential Loyalists
733,1,147.4,0,At-Risk
116,5,6279.0,2,Potential Loyalists
401,1,1993.34,0,At-Risk
16,19,14592.56,1,Champions
161,10,862.2,2,Potential Loyalists
1,6,4656.0,1,Champions
30,7,5771.51,1,Champions
527,1,102.0,0,At-Risk
680,1,231.32,0,At-Risk
93,5,431.92,2,Potential Loyalists
23,8,2419.61,2,Potential Loyalists
430,1,217.6,0,At-Risk
95,6,3100.09,2,Potential Loyalists
28,2,659.4599999999999,2,Potential Loyalists
33,9,4314.9800000000005,1,Champions
21,5,3780.05,2,Potential Loyalists
379,1,246.5,0,At-Risk
631,1,146.14000000000001,0,At-Risk
18,9,8657.39,1,Champions
3,44,26039.58,1,Champions
724,1,161.6,0,At-Risk
8,4,1131.56,2,Potential Loyalists
405,2,402.5,0,At-Risk
16,14,13993.47,1,Champions
363,2,267.15,0,At-Risk
81,4,423.85,2,Potential Loyalists
53,5,3610.96,2,Potential Loyalists
23,6,2040.03,2,Potential Loyalists
172,1,492.36,0,At-Risk
189,6,1000.27,2,Potential Loyalists
380,1,166.51,0,At-Risk
331,1,250.0,0,At-Risk
12,5,909.23,2,Potential Loyalists
156,4,331.58,0,At-Risk
33,35,27750.55,1,Champions
12,18,6598.55,1,Champions
387,1,171.81,0,At-Risk
45,3,62.43,0,At-Risk
233,1,267.03,0,At-Risk
64,15,4218.94,1,Champions
383,2,344.61,0,At-Risk
2,1,343.5,2,Potential Loyalists
40,16,7106.69,1,Champions
33,2,398.84,2,Potential Loyalists
84,16,17359.99,1,Champions
25,2,591.4,2,Potential Loyalists
2,4,1295.7,2,Potential Loyalists
33,2,148.44,0,At-Risk
19,23,5575.64,1,Champions
254,1,229.33,0,At-Risk
23,12,5111.95,1,Champions
22,5,1813.72,2,Potential Loyalists
8,2,2007.44,2,Potential Loyalists
25,10,3771.9,1,Champions
19,3,807.57,2,Potential Loyalists
726,1,162.25,0,At-Risk
173,6,1087.82,2,Potential Loyalists
409,1,259.09,0,At-Risk
163,1,110.92,0,At-Risk
